#query_id	query_length	cdd_id	hit_id	evalue	startQ	endQ	frame	description	superkingdom	no rank	family	genus	project
I8_2019	367	pfam03650	gnl|CDD|308961	2.06755e-55	3	284	3	pfam03650, MPC, Uncharacterized protein family (UPF0041).  	Eukaryota(1.00);	(1.00);	Saccharomycetaceae(0.35);Mycosphaerellaceae(0.05);Aspergillaceae(0.05);Phaffomycetaceae(0.05);Debaryomycetaceae(0.05);	Kazachstania(0.07);Saccharomyces(0.07);Naumovozyma(0.07);Nakaseomyces(0.05);Macrophomina(0.02);	Inviceb2
I8_202	843	pfam06415	gnl|CDD|310779	1.32576e-68	316	843	1	pfam06415, iPGM_N, BPG-independent PGAM N-terminus (iPGM_N).  This family represents the N-terminal region of the 2,3-bisphosphoglycerate-independent phosphoglycerate mutase (or phosphoglyceromutase or BPG-independent PGAM) protein (EC:5.4.2.1). The family is found in conjunction with pfam01676 (located in the C-terminal region of the protein).	Bacteria(0.88);Eukaryota(0.09);Archaea(0.04);	(1.00);	Clostridiaceae(0.08);(0.06);Mycoplasmataceae(0.04);Flavobacteriaceae(0.04);Ruminococcaceae(0.03);	Clostridium(0.08);(0.05);Mycoplasma(0.04);Ruminococcus(0.02);Eubacterium(0.02);	Inviceb2
I8_2020	367	pfam00582	gnl|CDD|306953	1.89979e-20	1	366	-2	"pfam00582, Usp, Universal stress protein family.  The universal stress protein UspA is a small cytoplasmic bacterial protein whose expression is enhanced when the cell is exposed to stress agents. UspA enhances the rate of cell survival during prolonged exposure to such conditions, and may provide a general ""stress endurance"" activity. The crystal structure of Haemophilus influenzae UspA reveals an alpha/beta fold similar to that of the Methanococcus jannaschii MJ0577 protein, which binds ATP, though UspA lacks ATP-binding activity."	Bacteria(0.70);Archaea(0.20);Eukaryota(0.10);	(1.00);	Streptomycetaceae(0.10);Brassicaceae(0.07);Halobacteriaceae(0.07);Pseudomonadaceae(0.06);Nostocaceae(0.05);	Streptomyces(0.10);Halobacterium(0.07);Arabidopsis(0.07);Pseudomonas(0.06);Nostoc(0.05);	Inviceb2
I8_2021	367	pfam00069	gnl|CDD|306557	1.40741e-09	213	362	3	pfam00069, Pkinase, Protein kinase domain.  	Eukaryota(1.00);	(1.00);	Saccharomycetaceae(0.34);Muridae(0.16);Schizosaccharomycetaceae(0.12);Hominidae(0.09);Fabaceae(0.06);	Saccharomyces(0.34);Schizosaccharomyces(0.12);Rattus(0.09);Drosophila(0.06);Glycine(0.06);	Inviceb2
I8_2022	367	pfam01116	gnl|CDD|307321	1.00613e-53	5	355	2	pfam01116, F_bP_aldolase, Fructose-bisphosphate aldolase class-II.  	Bacteria(0.85);Eukaryota(0.14);	(1.00);	(0.07);Clostridiaceae(0.07);Lachnospiraceae(0.04);Mycoplasmataceae(0.03);Bacillaceae(0.03);	Clostridium(0.06);(0.04);Streptomyces(0.02);Mycoplasma(0.02);Bacillus(0.02);	Inviceb2
I8_2023	367	pfam00069	gnl|CDD|306557	4.94599e-09	1	162	1	pfam00069, Pkinase, Protein kinase domain.  	Eukaryota(1.00);	(1.00);	Saccharomycetaceae(0.34);Muridae(0.16);Schizosaccharomycetaceae(0.12);Hominidae(0.09);Fabaceae(0.06);	Saccharomyces(0.34);Schizosaccharomyces(0.12);Rattus(0.09);Drosophila(0.06);Glycine(0.06);	Inviceb2
I8_2024	366	pfam13525	gnl|CDD|316083	1.71905e-05	131	346	2	pfam13525, YfiO, Outer membrane lipoprotein.  This outer membrane lipoprotein carries a TPR-like region towards its N-terminal. YfiO in E.coli is one of three outer membrane lipoproteins that form a multicomponent YaeT complex in the outer membrane of Gram-negative bacteria that is involved in the targeting and folding of beta-barrel outer membrane proteins. YfiO is the only essential lipoprotein component of the complex. It is required for the proper assembly and/or targeting of outer membrane proteins to the outer membrane. Through its interactions with NlpB it maintains the functional integrity of the YaeT complex.	Bacteria(1.00);	(1.00);	Moraxellaceae(0.13);Desulfovibrionaceae(0.13);Legionellaceae(0.07);Pasteurellaceae(0.07);Vibrionaceae(0.07);	Desulfovibrio(0.13);Psychromonas(0.07);Pseudomonas(0.07);Thioalkalivibrio(0.07);Haemophilus(0.07);	Inviceb2
I8_2026	366	pfam04511	gnl|CDD|282380	5.14905e-10	19	312	1	pfam04511, DER1, Der1-like family.  The endoplasmic reticulum (ER) of the yeast Saccharomyces cerevisiae contains of proteolytic system able to selectively degrade misfolded lumenal secretory proteins. For examination of the components involved in this degradation process, mutants were isolated. They could be divided into four complementation groups. The mutations led to stabilisation of two different substrates for this process. The mutant classes were called 'der' for 'degradation in the ER'. DER1 was cloned by complementation of the der1-2 mutation. The DER1 gene codes for a novel, hydrophobic protein, that is localized to the ER. Deletion of DER1 abolished degradation of the substrate proteins. The function of the Der1 protein seems to be specifically required for the degradation process associated with the ER. Interestingly this family seems distantly related to the Rhomboid family of membrane peptidases. Suggesting that this family may also mediate degradation of misfolded proteins (Bateman A pers. obs.).	Eukaryota(1.00);	(1.00);	Muridae(0.20);Drosophilidae(0.20);Rhabditidae(0.20);Saccharomycetaceae(0.20);Schizosaccharomycetaceae(0.10);	Drosophila(0.20);Caenorhabditis(0.20);Saccharomyces(0.20);Mus(0.20);Schizosaccharomyces(0.10);	Inviceb2
I8_2027	366	pfam01148	gnl|CDD|279489	7.89575e-17	90	365	-2	pfam01148, CTP_transf_1, Cytidylyltransferase family.  The members of this family are integral membrane protein cytidylyltransferases. The family includes phosphatidate cytidylyltransferase EC:2.7.7.41 as well as Sec59 from yeast. Sec59 is a dolichol kinase EC:2.7.1.108.	Bacteria(0.74);Eukaryota(0.26);	(1.00);	Streptococcaceae(0.09);Pasteurellaceae(0.09);Bacillaceae(0.06);Brassicaceae(0.06);Pseudomonadaceae(0.06);	Vibrio(0.06);Streptococcus(0.06);Pasteurella(0.06);Bacillus(0.06);Arabidopsis(0.06);	Inviceb2
I8_2028	366	pfam07855	gnl|CDD|311690	1.8723e-39	1	366	1	pfam07855, ATG101, Autophagy-related protein 101.  Atg101 is a critical autophagy factor that functions together with ULK, Atg13 and FIP200.	Eukaryota(1.00);	(1.00);	(0.08);Debaryomycetaceae(0.07);Mycosphaerellaceae(0.04);Solanaceae(0.03);Culicidae(0.02);	Solanum(0.03);Micromonas(0.02);Thalassiosira(0.02);Fusarium(0.02);Wallemia(0.02);	Inviceb2
I8_203	842	pfam01593	gnl|CDD|307636	1.20274e-39	1	654	-3	pfam01593, Amino_oxidase, Flavin containing amine oxidoreductase.  This family consists of various amine oxidases, including maze polyamine oxidase (PAO) and various flavin containing monoamine oxidases (MAO). The aligned region includes the flavin binding site of these enzymes. The family also contains phytoene dehydrogenases and related enzymes. In vertebrates MAO plays an important role regulating the intracellular levels of amines via there oxidation; these include various neurotransmitters, neurotoxins and trace amines. In lower eukaryotes such as aspergillus and in bacteria the main role of amine oxidases is to provide a source of ammonium. PAOs in plants, bacteria and protozoa oxidase spermidine and spermine to an aminobutyral, diaminopropane and hydrogen peroxide and are involved in the catabolism of polyamines. Other members of this family include tryptophan 2-monooxygenase, putrescine oxidase, corticosteroid binding proteins and antibacterial glycoproteins.	Bacteria(0.51);Eukaryota(0.46);Archaea(0.03);	(1.00);	Brassicaceae(0.10);Drosophilidae(0.10);Streptomycetaceae(0.08);Rhizobiaceae(0.08);Rhabditidae(0.06);	Arabidopsis(0.10);Drosophila(0.09);Streptomyces(0.08);Caenorhabditis(0.06);Agrobacterium(0.06);	Inviceb2
I8_2031	366	pfam00071	gnl|CDD|306559	2.23658e-62	82	363	1	pfam00071, Ras, Ras family.  Includes sub-families Ras, Rab, Rac, Ral, Ran, Rap Ypt1 and more. Shares P-loop motif with GTP_EFTU, arf and myosin_head. See pfam00009 pfam00025, pfam00063. As regards Rab GTPases, these are important regulators of vesicle formation, motility and fusion. They share a fold in common with all Ras GTPases: this is a six-stranded beta-sheet surrounded by five alpha-helices.	Eukaryota(1.00);	(1.00);	(0.26);Saccharomycetaceae(0.15);Brassicaceae(0.09);Rhabditidae(0.09);Muridae(0.09);	Dictyostelium(0.26);Saccharomyces(0.15);Arabidopsis(0.09);Caenorhabditis(0.09);Canis(0.07);	Inviceb2
I8_2033	366	pfam01423	gnl|CDD|307537	3.1732e-14	66	191	-2	pfam01423, LSM, LSM domain.  The LSM domain contains Sm proteins as well as other related LSM (Like Sm) proteins. The U1, U2, U4/U6, and U5 small nuclear ribonucleoprotein particles (snRNPs) involved in pre-mRNA splicing contain seven Sm proteins (B/B', D1, D2, D3, E, F and G) in common, which assemble around the Sm site present in four of the major spliceosomal small nuclear RNAs. The U6 snRNP binds to the LSM (Like Sm) proteins. Sm proteins are also found in archaebacteria, which do not have any splicing apparatus suggesting a more general role for Sm proteins. All Sm proteins contain a common sequence motif in two segments, Sm1 and Sm2, separated by a short variable linker. This family also includes the bacterial Hfq (host factor Q) proteins. Hfq are also RNA-binding proteins, that form hexameric rings.	Eukaryota(0.90);Archaea(0.10);	(1.00);	Rhabditidae(0.15);Saccharomycetaceae(0.14);Schizosaccharomycetaceae(0.11);Brassicaceae(0.10);Unikaryonidae(0.09);	Caenorhabditis(0.15);Saccharomyces(0.13);Schizosaccharomyces(0.11);Arabidopsis(0.09);Encephalitozoon(0.09);	Inviceb2
I8_2036	365	pfam00198	gnl|CDD|306666	1.25282e-34	18	362	3	pfam00198, 2-oxoacid_dh, 2-oxoacid dehydrogenases acyltransferase (catalytic domain).  These proteins contain one to three copies of a lipoyl binding domain followed by the catalytic domain.	Bacteria(0.75);Eukaryota(0.24);Archaea(0.01);	(1.00);	Bacillaceae(0.06);Mycoplasmataceae(0.06);Geobacteraceae(0.04);Plasmodiidae(0.04);Streptococcaceae(0.03);	Bacillus(0.06);Mycoplasma(0.06);Plasmodium(0.04);Geobacter(0.04);Chlamydia(0.03);	Inviceb2
I8_2037	365	pfam07798	gnl|CDD|311647	8.22436e-59	2	364	2	pfam07798, DUF1640, Protein of unknown function (DUF1640).  This family consists of sequences derived from hypothetical eukaryotic proteins. A region approximately 100 residues in length is featured.	Eukaryota(1.00);	(1.00);	Saccharomycetaceae(0.09);Schizosaccharomycetaceae(0.05);Mucoraceae(0.04);(0.04);Vitaceae(0.03);	Schizosaccharomyces(0.05);Mucor(0.04);Vitis(0.03);Malassezia(0.03);Mixia(0.02);	Inviceb2
I8_2039	365	pfam03357	gnl|CDD|308778	3.14117e-34	81	365	3	pfam03357, Snf7, Snf7.  This family of proteins are involved in protein sorting and transport from the endosome to the vacuole/lysosome in eukaryotic cells. Vacuoles/lysosomes play an important role in the degradation of both lipids and cellular proteins. In order to perform this degradative function, vacuoles/lysosomes contain numerous hydrolases which have been transported in the form of inactive precursors via the biosynthetic pathway and are proteolytically activated upon delivery to the vacuole/lysosome. The delivery of transmembrane proteins, such as activated cell surface receptors to the lumen of the vacuole/lysosome, either for degradation/downregulation, or in the case of hydrolases, for proper localization, requires the formation of multivesicular bodies (MVBs). These late endosomal structures are formed by invaginating and budding of the limiting membrane into the lumen of the compartment. During this process, a subset of the endosomal membrane proteins is sorted into the forming vesicles. Mature MVBs fuse with the vacuole/lysosome, thereby releasing cargo containing vesicles into its hydrolytic lumen for degradation. Endosomal proteins that are not sorted into the intralumenal MVB vesicles are either recycled back to the plasma membrane or Golgi complex, or remain in the limiting membrane of the MVB and are thereby transported to the limiting membrane of the vacuole/lysosome as a consequence of fusion. Therefore, the MVB sorting pathway plays a critical role in the decision between recycling and degradation of membrane proteins. A few archaeal sequences are also present within this family.	Eukaryota(1.00);	(1.00);	Rhabditidae(0.22);Hominidae(0.19);Drosophilidae(0.19);Brassicaceae(0.16);Saccharomycetaceae(0.12);	Caenorhabditis(0.22);Homo(0.19);Drosophila(0.19);Arabidopsis(0.16);Saccharomyces(0.12);	Inviceb2
I8_204	842	pfam03619	gnl|CDD|308940	4.6321e-60	434	841	2	pfam03619, Solute_trans_a, Organic solute transporter Ostalpha.  This family is a transmembrane organic solute transport protein. In vertebrates these proteins form a complex with Ostbeta, and function as bile transporters. In plants they may transport brassinosteroid-like compounds and act as regulators of cell death.	Eukaryota(1.00);	(1.00);	(0.09);Saccharomycetaceae(0.05);Debaryomycetaceae(0.03);Botryosphaeriaceae(0.02);Funariaceae(0.02);	Dictyostelium(0.03);Physcomitrella(0.02);Colletotrichum(0.02);Trichoderma(0.02);Thalassiosira(0.02);	Inviceb2
I8_2040	365	pfam03134	gnl|CDD|308643	5.99011e-40	5	229	-2	pfam03134, TB2_DP1_HVA22, TB2/DP1, HVA22 family.  This family includes members from a wide variety of eukaryotes. It includes the TB2/DP1 (deleted in polyposis) protein, which in humans is deleted in severe forms of familial adenomatous polyposis, an autosomal dominant oncological inherited disease. The family also includes the plant protein of known similarity to TB2/DP1, the HVA22 abscisic acid-induced protein, which is thought to be a regulatory protein.	Eukaryota(1.00);	(1.00);	(0.06);Drosophilidae(0.04);Saccharomycetaceae(0.04);Poaceae(0.03);Fabaceae(0.03);	Drosophila(0.04);Glycine(0.03);Musa(0.03);Acyrthosiphon(0.02);Solanum(0.02);	Inviceb2
I8_2041	365	pfam10063	gnl|CDD|313315	2.36842e-62	3	305	3	pfam10063, DUF2301, Uncharacterized integral membrane protein (DUF2301).  This domain, found in various hypothetical bacterial proteins, has no known function.	Bacteria(0.78);Eukaryota(0.22);	(1.00);	Synechococcaceae(0.12);Cyanothecaceae(0.08);Nostocaceae(0.06);Rivulariaceae(0.06);Microcoleaceae(0.04);	Synechococcus(0.10);Cyanothece(0.08);Calothrix(0.04);Micromonas(0.04);Oscillatoria(0.04);	Inviceb2
I8_2043	364	pfam04563	gnl|CDD|282429	8.44575e-66	2	364	-1	pfam04563, RNA_pol_Rpb2_1, RNA polymerase beta subunit.  RNA polymerases catalyze the DNA dependent polymerization of RNA. Prokaryotes contain a single RNA polymerase compared to three in eukaryotes (not including mitochondrial. and chloroplast polymerases). This domain forms one of the two distinctive lobes of the Rpb2 structure. This domain is also known as the protrusion domain. The other lobe (pfam04561) is nested within this domain.	Eukaryota(0.67);Bacteria(0.22);Archaea(0.11);	(1.00);	Schizosaccharomycetaceae(0.11);Rhabditidae(0.11);Saccharomycetaceae(0.11);Thermaceae(0.11);Vibrionaceae(0.11);	Saccharomyces(0.11);Schizosaccharomyces(0.11);Sulfolobus(0.11);Drosophila(0.11);Arabidopsis(0.11);	Inviceb2
I8_2044	364	pfam01849	gnl|CDD|307801	4.06705e-23	3	143	-3	pfam01849, NAC, NAC domain.  	Eukaryota(0.74);Archaea(0.26);	(1.00);	(0.13);Saccharomycetaceae(0.07);Drosophilidae(0.06);Methanobacteriaceae(0.02);Debaryomycetaceae(0.02);	Drosophila(0.06);Kazachstania(0.03);(0.03);Dictyostelium(0.02);Cryptosporidium(0.02);	Inviceb2
I8_2045	364	pfam00676	gnl|CDD|307016	9.9891e-49	11	364	2	pfam00676, E1_dh, Dehydrogenase E1 component.  This family uses thiamine pyrophosphate as a cofactor. This family includes pyruvate dehydrogenase, 2-oxoglutarate dehydrogenase and 2-oxoisovalerate dehydrogenase.	Eukaryota(0.54);Bacteria(0.46);	(1.00);	Bacillaceae(0.23);Brassicaceae(0.08);Ascarididae(0.08);Bovidae(0.08);Saccharomycetaceae(0.08);	Bacillus(0.15);Caenorhabditis(0.08);Arabidopsis(0.08);Homo(0.08);Geobacillus(0.08);	Inviceb2
I8_2046	364	pfam07766	gnl|CDD|311625	3.49015e-54	2	364	2	pfam07766, LETM1, LETM1-like protein.  Members of this family are inner mitochondrial membrane proteins which play a role in potassium and hydrogen ion exchange. Deletion of LETM1 is thought to be involved in the development of Wolf-Hirschhorn syndrome in humans.	Eukaryota(1.00);	(1.00);	Saccharomycetaceae(0.16);(0.07);Phaffomycetaceae(0.03);Debaryomycetaceae(0.03);Daphniidae(0.02);	Tetrapisispora(0.03);Kazachstania(0.03);Daphnia(0.02);Eremothecium(0.02);Nematostella(0.01);	Inviceb2
I8_2049	364	pfam05605	gnl|CDD|310299	2.96455e-35	160	318	1	pfam05605, zf-Di19, Drought induced 19 protein (Di19), zinc-binding.  This family consists of several drought induced 19 (Di19) like proteins. Di19 has been found to be strongly expressed in both the roots and leaves of Arabidopsis thaliana during progressive drought. This domain is a zinc-binding domain.	Eukaryota(1.00);	(1.00);	Poaceae(0.19);Brassicaceae(0.09);Drosophilidae(0.09);Funariaceae(0.06);Salicaceae(0.06);	Oryza(0.11);Arabidopsis(0.09);Drosophila(0.09);Populus(0.06);Selaginella(0.06);	Inviceb2
I8_205	839	pfam06472	gnl|CDD|284003	3.1938e-27	519	839	3	pfam06472, ABC_membrane_2, ABC transporter transmembrane region 2.  This domain covers the transmembrane of a small family of ABC transporters and shares sequence similarity with pfam00664. Mutations in this domain in ABCD3 are believed responsible for Zellweger Syndrome-2; mutations in ABCD1 are responsible for recessive X-linked adrenoleukodystrophy. A Saccharomyces cerevisiae homolog is involved in the import of long-chain fatty acids.	Eukaryota(0.79);Bacteria(0.21);	(1.00);	Rhabditidae(0.17);Hominidae(0.08);Muridae(0.08);Mycobacteriaceae(0.08);Saccharomycetaceae(0.08);	Caenorhabditis(0.17);Homo(0.08);Neurospora(0.08);Arabidopsis(0.08);Mycobacterium(0.08);	Inviceb2
I8_2052	364	pfam00179	gnl|CDD|306648	3.78029e-42	45	275	-3	pfam00179, UQ_con, Ubiquitin-conjugating enzyme.  Proteins destined for proteasome-mediated degradation may be ubiquitinated. Ubiquitination follows conjugation of ubiquitin to a conserved cysteine residue of UBC homologs. TSG101 is one of several UBC homologs that lacks this active site cysteine.	Eukaryota(1.00);	(1.00);	Drosophilidae(0.26);Brassicaceae(0.19);Muridae(0.13);Schizosaccharomycetaceae(0.13);Rhabditidae(0.13);	Drosophila(0.26);Arabidopsis(0.19);Caenorhabditis(0.13);Schizosaccharomyces(0.13);Mus(0.11);	Inviceb2
I8_2053	364	pfam06624	gnl|CDD|310905	5.69456e-15	96	263	-3	pfam06624, RAMP4, Ribosome associated membrane protein RAMP4.  This family consists of several ribosome associated membrane protein RAMP4 (or SERP1) sequences. Stabilisation of membrane proteins in response to stress involves the concerted action of a rescue unit in the ER membrane comprised of SERP1/RAMP4, other components of the translocon, and molecular chaperones in the ER.	Eukaryota(1.00);	(1.00);	(0.07);Plasmodiidae(0.05);Tetrahymenidae(0.03);Aspergillaceae(0.03);Rhabditidae(0.03);	Plasmodium(0.05);Populus(0.03);Caenorhabditis(0.03);Tetrahymena(0.03);Penicillium(0.03);	Inviceb2
I8_2055	364	pfam01259	gnl|CDD|307427	2.2502e-32	2	343	-1	pfam01259, SAICAR_synt, SAICAR synthetase.  Also known as Phosphoribosylaminoimidazole-succinocarboxamide synthase.	Bacteria(0.81);Eukaryota(0.15);Archaea(0.04);	(1.00);	(0.06);Clostridiaceae(0.03);Bacillaceae(0.02);Saccharomycetaceae(0.02);Peptococcaceae(0.02);	(0.03);Clostridium(0.02);Bacillus(0.02);Lactobacillus(0.01);Desulfovibrio(0.01);	Inviceb2
I8_2056	363	pfam01918	gnl|CDD|307849	1.16406e-11	116	304	-3	pfam01918, Alba, Alba.  Alba is a novel chromosomal protein that coats archaeal DNA without compacting it.	Eukaryota(0.66);Archaea(0.34);	(1.00);	Debaryomycetaceae(0.10);Saccharomycetaceae(0.09);Desulfurococcaceae(0.05);Plasmodiidae(0.05);Trypanosomatidae(0.04);	Plasmodium(0.05);Thermofilum(0.04);Scheffersomyces(0.03);Mus(0.03);Dictyostelium(0.03);	Inviceb2
I8_2057	363	pfam01249	gnl|CDD|307419	1.40143e-53	67	294	-1	pfam01249, Ribosomal_S21e, Ribosomal protein S21e.  	Eukaryota(1.00);	(1.00);	(0.10);Salpingoecidae(0.03);Mustelidae(0.01);Selaginellaceae(0.01);Schizosaccharomycetaceae(0.01);	Ostreococcus(0.01);Thalassiosira(0.01);Cryptococcus(0.01);Cryptosporidium(0.01);Mustela(0.01);	Inviceb2
I8_2058	363	pfam06624	gnl|CDD|310905	8.96301e-15	98	265	-3	pfam06624, RAMP4, Ribosome associated membrane protein RAMP4.  This family consists of several ribosome associated membrane protein RAMP4 (or SERP1) sequences. Stabilisation of membrane proteins in response to stress involves the concerted action of a rescue unit in the ER membrane comprised of SERP1/RAMP4, other components of the translocon, and molecular chaperones in the ER.	Eukaryota(1.00);	(1.00);	(0.07);Plasmodiidae(0.05);Tetrahymenidae(0.03);Aspergillaceae(0.03);Rhabditidae(0.03);	Plasmodium(0.05);Populus(0.03);Caenorhabditis(0.03);Tetrahymena(0.03);Penicillium(0.03);	Inviceb2
I8_206	839	pfam14670	gnl|CDD|317114	1.6802e-05	244	372	-3	pfam14670, FXa_inhibition, Coagulation Factor Xa inhibitory site.  This short domain on coagulation enzyme factor Xa is found to be the target for a potent inhibitor of coagulation, TAK-442.	Eukaryota(0.99);	(1.00);	Branchiostomidae(0.17);Salpingoecidae(0.08);Cyprinidae(0.08);Tetraodontidae(0.08);Drosophilidae(0.05);	Branchiostoma(0.17);Danio(0.08);Salpingoeca(0.07);Nematostella(0.05);Drosophila(0.05);	Inviceb2
I8_2060	363	pfam01641	gnl|CDD|307664	4.73871e-62	40	363	1	pfam01641, SelR, SelR domain.  Methionine sulfoxide reduction is an important process, by which cells regulate biological processes and cope with oxidative stress. MsrA, a protein involved in the reduction of methionine sulfoxides in proteins, has been known for four decades and has been extensively characterized with respect to structure and function. However, recent studies revealed that MsrA is only specific for methionine-S-sulfoxides. Because oxidised methionines occur in a mixture of R and S isomers in vivo, it was unclear how stereo-specific MsrA could be responsible for the reduction of all protein methionine sulfoxides. It appears that a second methionine sulfoxide reductase, SelR, evolved that is specific for methionine-R-sulfoxides, the activity that is different but complementary to that of MsrA. Thus, these proteins, working together, could reduce both stereoisomers of methionine sulfoxide. This domain is found both in SelR proteins and fused with the peptide methionine sulfoxide reductase enzymatic domain pfam01625. The domain has two conserved cysteine and histidines. The domain binds both selenium and zinc. The final cysteine is found to be replaced by the rare amino acid selenocysteine in some members of the family. This family has methionine-R-sulfoxide reductase activity.	Bacteria(0.79);Eukaryota(0.17);Archaea(0.04);	(1.00);	(0.05);Flavobacteriaceae(0.05);Saccharomycetaceae(0.02);Vibrionaceae(0.01);Spirochaetaceae(0.01);	(0.02);	Inviceb2
I8_2061	363	pfam00759	gnl|CDD|307074	1.30774e-35	1	288	-1	pfam00759, Glyco_hydro_9, Glycosyl hydrolase family 9.  	Eukaryota(0.53);Bacteria(0.47);	(1.00);	Ruminococcaceae(0.12);Poaceae(0.08);(0.05);Brassicaceae(0.05);Clostridiaceae(0.05);	Ruminiclostridium(0.07);Ruminococcus(0.06);Clostridium(0.05);Musa(0.03);Oikopleura(0.03);	Inviceb2
I8_2062	363	pfam00361	gnl|CDD|306795	1.93535e-45	5	361	-3	pfam00361, Proton_antipo_M, Proton-conducting membrane transporter.  This is a family of membrane transporters that inlcudes some 7 of potentially 14-16 TM regions. In many instances the family forms part of complex I that catalyzes the transfer of two electrons from NADH to ubiquinone in a reaction that is associated with proton translocation across the membrane, and in this context is a combination predominantly of subunits 2, 4, 5, 14, L, M and N. In many bacterial species these proteins are probable stand-alone transporters not coupled with oxidoreduction. The family in total represents homologs across the phyla.	Eukaryota(0.54);Bacteria(0.46);	(1.00);	Rhodobacteraceae(0.23);Culicidae(0.23);Poaceae(0.15);Enterobacteriaceae(0.15);Phasianidae(0.08);	Paracoccus(0.23);Anopheles(0.23);Escherichia(0.15);Zea(0.15);Gallus(0.08);	Inviceb2
I8_2064	362	pfam00005	gnl|CDD|306511	4.86782e-26	6	362	3	pfam00005, ABC_tran, ABC transporter.  ABC transporters for a large family of proteins responsible for translocation of a variety of compounds across biological membranes. ABC transporters are the largest family of proteins in many completely sequenced bacteria. ABC transporters are composed of two copies of this domain and two copies of a transmembrane domain pfam00664. These four domains may belong to a single polypeptide as in CFTR, or belong in different polypeptide chains.	Bacteria(0.75);Eukaryota(0.25);	(1.00);	Enterobacteriaceae(0.42);Saccharomycetaceae(0.13);Pseudomonadaceae(0.08);Streptococcaceae(0.06);Streptomycetaceae(0.04);	Escherichia(0.30);Saccharomyces(0.13);Shigella(0.08);Pseudomonas(0.08);Streptomyces(0.04);	Inviceb2
I8_2065	362	pfam01280	gnl|CDD|307444	1.18465e-67	1	348	-3	pfam01280, Ribosomal_L19e, Ribosomal protein L19e.  	Archaea(0.58);Eukaryota(0.42);	(1.00);	(0.12);Desulfurococcaceae(0.05);Methanosarcinaceae(0.05);Sulfolobaceae(0.04);Archaeoglobaceae(0.03);	(0.04);Archaeoglobus(0.03);Sulfolobus(0.02);Macaca(0.02);Halobacterium(0.02);	Inviceb2
I8_2066	362	pfam00244	gnl|CDD|306705	1.71005e-73	1	306	1	pfam00244, 14-3-3, 14-3-3 protein.  	Eukaryota(1.00);	(1.00);	Trichomonadidae(0.10);(0.09);Niphatidae(0.05);Branchiostomidae(0.03);Tetrahymenidae(0.03);	Trichomonas(0.10);Amphimedon(0.05);Tetrahymena(0.03);Branchiostoma(0.03);Helobdella(0.03);	Inviceb2
I8_2067	362	pfam00004	gnl|CDD|306510	2.00616e-09	14	112	2	pfam00004, AAA, ATPase family associated with various cellular activities (AAA).  AAA family proteins often perform chaperone-like functions that assist in the assembly, operation, or disassembly of protein complexes.	Eukaryota(0.56);Bacteria(0.33);Archaea(0.10);Viruses(0.01);	(0.99);dsDNA viruses, no RNA stage(0.01);	Saccharomycetaceae(0.11);Brassicaceae(0.08);Schizosaccharomycetaceae(0.07);Rhabditidae(0.07);Mycobacteriaceae(0.05);	Saccharomyces(0.11);Arabidopsis(0.08);Schizosaccharomyces(0.07);Caenorhabditis(0.07);Mycobacterium(0.05);	Inviceb2
I8_2069	362	pfam03463	gnl|CDD|308848	1.47154e-48	9	350	-1	pfam03463, eRF1_1, eRF1 domain 1.  The release factor eRF1 terminates protein biosynthesis by recognising stop codons at the A site of the ribosome and stimulating peptidyl-tRNA bond hydrolysis at the peptidyl transferase centre. The crystal structure of human eRF1 is known. The overall shape and dimensions of eRF1 resemble a tRNA molecule with domains 1, 2, and 3 of eRF1 corresponding to the anticodon loop, aminoacyl acceptor stem, and T stem of a tRNA molecule, respectively. The position of the essential GGQ motif at an exposed tip of domain 2 suggests that the Gln residue coordinates a water molecule to mediate the hydrolytic activity at the peptidyl transferase centre. A conserved groove on domain 1, 80 A from the GGQ motif, is proposed to form the codon recognition site. This family also includes other proteins for which the precise molecular function is unknown. Many of them are from Archaebacteria. These proteins may also be involved in translation termination but this awaits experimental verification.	Eukaryota(0.65);Archaea(0.35);	(1.00);	(0.08);Saccharomycetaceae(0.05);Methanosarcinaceae(0.04);Methanobacteriaceae(0.04);Debaryomycetaceae(0.02);	Methanobrevibacter(0.02);Naumovozyma(0.02);Plasmodium(0.02);Archaeoglobus(0.02);(0.02);	Inviceb2
I8_2070	362	pfam00032	gnl|CDD|306529	3.30237e-05	10	63	-3	pfam00032, Cytochrom_B_C, Cytochrome b(C-terminal)/b6/petD.  	Bacteria(0.78);Eukaryota(0.22);	(1.00);	(0.07);Acetobacteraceae(0.05);Campylobacteraceae(0.04);Helicobacteraceae(0.04);Ectothiorhodospiraceae(0.04);	Helicobacter(0.02);Thioalkalivibrio(0.02);Sulfurospirillum(0.02);(0.02);Pseudoxanthomonas(0.01);	Inviceb2
I8_2071	362	pfam00254	gnl|CDD|306713	6.5919e-16	177	362	-1	pfam00254, FKBP_C, FKBP-type peptidyl-prolyl cis-trans isomerase.  	Eukaryota(0.53);Bacteria(0.46);Archaea(0.02);	(1.00);	Brassicaceae(0.12);Rhabditidae(0.08);Muridae(0.07);Drosophilidae(0.06);Pseudomonadaceae(0.05);	Arabidopsis(0.12);Caenorhabditis(0.08);Mus(0.06);Drosophila(0.06);Pseudomonas(0.05);	Inviceb2
